handle,text,cleanText,textLength,textTag,is_retweet,original_author,datetime,date,time,lang,retweet_count,favorite_count
HillaryClinton,America is going to see what VP Biden already knows — just how much @HillaryClinton cares about our country. https://t.co/OakQ0Yhw0l,America is going to see what VP Biden already knows — just how much HillaryClinton cares about our country. ,19,Positive,True,JoeBiden,2016-08-05 20:00:22,2016-08-05,20:00:22,en,2628,6468
realDonaldTrump,FORMER HOSTAGE SAYS PLANE WAITED UNTIL MONEY ARRIVED... https://t.co/Uo0MS6w9OQ,FORMER HOSTAGE SAYS PLANE WAITED UNTIL MONEY ARRIVED... ,8,Neutral,True,DRUDGE_REPORT,2016-08-05 19:29:02,2016-08-05,19:29:02,en,8810,13782
realDonaldTrump,'Win-lose deal that benefits Iran and hurts United States'... https://t.co/zqpeNCouXc,'Win-lose deal that benefits Iran and hurts United States'... ,9,Positive,True,DRUDGE_REPORT,2016-08-05 19:28:58,2016-08-05,19:28:58,en,5100,9219
HillaryClinton,"This week, Trump attacked a fallen soldier's family, called Hillary ""the devil,"" and criticized a crying baby.
https://t.co/UsexFf0UkT","This week, Trump attacked a fallen soldier's family, called Hillary ""the devil,"" and criticized a crying baby.",17,Negative,False,,2016-08-05 19:22:17,2016-08-05,19:22:17,en,5885,10254
HillaryClinton,Stronger Together comes out in Sept—a book on Hillary's policy plans and vision for America: https://t.co/okQWnu725t https://t.co/lzyuvRstpt,Stronger Together comes out in Sept—a book on Hillary's policy plans and vision for America:  ,15,Positive,False,,2016-08-05 18:29:22,2016-08-05,18:29:22,en,2127,5937
HillaryClinton,"Republicans agree: We can't give Donald Trump control of our nuclear codes.
https://t.co/aVB6e5GbSm",Republicans agree: We can't give Donald Trump control of our nuclear codes.,12,Positive,False,,2016-08-05 18:03:23,2016-08-05,18:03:23,en,3474,7431
HillaryClinton,"""We have to reject and stand up against the appeals to the kind of bigotry...that we see from Trump’s campaign."" —Hillary #NABJNAHJ16","""We have to reject and stand up against the appeals to the kind of bigotry...that we see from Trump’s campaign."" —Hillary NABJNAHJ16",22,Negative,False,,2016-08-05 17:12:43,2016-08-05,17:12:43,en,1713,5765
HillaryClinton,“Él dice que no se puede confiar en un distinguido juez porque tiene herencia mexicana”—Hillary sobre Trump.,“Él dice que no se puede confiar en un distinguido juez porque tiene herencia mexicana”—Hillary sobre Trump.,17,Negative,True,Hillary_esp,2016-08-05 16:56:09,2016-08-05,16:56:09,es,518,1318
HillaryClinton,"We launched an all-Spanish Twitter account, @Hillary_esp, because we believe in bringing as many people as possible into this conversation.","We launched an all-Spanish Twitter account, Hillary_esp, because we believe in bringing as many people as possible into this conversation.",20,Positive,False,,2016-08-05 16:49:25,2016-08-05,16:49:25,en,2410,8186
HillaryClinton,“I believe with all my heart that America is better than this. America is better than Donald Trump.” —Hillary,“I believe with all my heart that America is better than this. America is better than Donald Trump.” —Hillary,19,Positive,False,,2016-08-05 16:48:19,2016-08-05,16:48:19,en,2473,8246
HillaryClinton,"Trump retweets white nationalists. 
He talks about banning Muslims. 
And yes, he talks about curtailing press freedom as well.","Trump retweets white nationalists. He talks about banning Muslims. And yes, he talks about curtailing press freedom as well.",19,Positive,False,,2016-08-05 16:47:54,2016-08-05,16:47:54,en,2680,7687
HillaryClinton,Trump is harkening back to the most shameful chapters of our history and appealing to the ugliest impulses of our society.,Trump is harkening back to the most shameful chapters of our history and appealing to the ugliest impulses of our society.,21,Negative,False,,2016-08-05 16:47:11,2016-08-05,16:47:11,en,2050,6310
HillaryClinton,"It’s past time for comprehensive immigration reform, and we’re going to do everything we can to get it done: https://t.co/M3doGLY5rL","It’s past time for comprehensive immigration reform, and we’re going to do everything we can to get it done: ",19,Positive,False,,2016-08-05 16:46:05,2016-08-05,16:46:05,en,830,2687
HillaryClinton,"We’ve got to help every family afford the books, computers, and internet access that our kids need to learn in the 21st century.","We’ve got to help every family afford the books, computers, and internet access that our kids need to learn in the 21st century.",23,Positive,False,,2016-08-05 16:42:51,2016-08-05,16:42:51,en,955,3530
HillaryClinton,Rosa Parks opened up every seat on the bus. Now we’ve got to expand economic opportunity so everyone can afford the fare.,Rosa Parks opened up every seat on the bus. Now we’ve got to expand economic opportunity so everyone can afford the fare.,22,Positive,False,,2016-08-05 16:41:40,2016-08-05,16:41:40,en,1647,6526
HillaryClinton,"The Great Recession hit our whole country hard, but the toll was especially hard on black and Latino families.","The Great Recession hit our whole country hard, but the toll was especially hard on black and Latino families.",19,Neutral,False,,2016-08-05 16:39:16,2016-08-05,16:39:16,en,819,3205
HillaryClinton,Tune in to watch Hillary speak live with the @NABJ and the @NAHJ: https://t.co/nNYrAM60IC,Tune in to watch Hillary speak live with the NABJ and the NAHJ: ,13,Neutral,False,,2016-08-05 16:37:36,2016-08-05,16:37:36,en,368,1206
HillaryClinton,"""Trump is not only unqualified for the job, but he may well pose a threat to our national security."" —Michael Morell https://t.co/zmI3BOCH9Y","""Trump is not only unqualified for the job, but he may well pose a threat to our national security."" —Michael Morell ",21,Negative,False,,2016-08-05 16:24:42,2016-08-05,16:24:42,en,2919,6558
HillaryClinton,Good news: Our businesses have added 15 million jobs over the past 77 months → https://t.co/C8P76l6bVB https://t.co/p0SH7Jne5n,Good news: Our businesses have added 15 million jobs over the past 77 months →  ,15,Positive,True,WhiteHouse,2016-08-05 15:49:59,2016-08-05,15:49:59,en,1607,3265
HillaryClinton,Our first-ever gold medal-winning women's gymnastics team: the Magnificent Seven. https://t.co/MVkhHBh7hI,Our first-ever gold medal-winning women's gymnastics team: the Magnificent Seven. ,10,Positive,False,,2016-08-05 15:25:47,2016-08-05,15:25:47,en,2377,14039
realDonaldTrump,"Hillary Clinton has bad judgment and is unfit to serve as President.
https://t.co/3EzG620fpT",Hillary Clinton has bad judgment and is unfit to serve as President.,12,Negative,False,,2016-08-05 13:08:35,2016-08-05,13:08:35,en,9255,26751
HillaryClinton,"We don't know why Trump and Putin praise each other so much and share many foreign policies.

We'll let you guess.
https://t.co/N6ySNJ3zE5",We don't know why Trump and Putin praise each other so much and share many foreign policies.We'll let you guess.,20,Positive,False,,2016-08-05 12:50:31,2016-08-05,12:50:31,en,7475,11964
realDonaldTrump,"The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!","The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!",24,Neutral,False,,2016-08-05 10:39:27,2016-08-05,10:39:27,en,8856,27847
HillaryClinton,"Watch an exclusive interview with @POTUS backstage at the Democratic Convention.
https://t.co/EJ9xI5Eflx",Watch an exclusive interview with POTUS backstage at the Democratic Convention.,11,Positive,False,,2016-08-05 03:11:26,2016-08-05,03:11:26,en,2817,7174
realDonaldTrump,President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P,President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. ,17,Negative,False,,2016-08-05 02:19:22,2016-08-05,02:19:22,en,12781,33760
realDonaldTrump,"Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!","Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!",18,Negative,False,,2016-08-05 02:19:08,2016-08-05,02:19:08,en,13438,37869
realDonaldTrump,President Obama should ask the DNC about how they rigged the election against Bernie.,President Obama should ask the DNC about how they rigged the election against Bernie.,14,Negative,False,,2016-08-05 02:18:18,2016-08-05,02:18:18,en,12130,35479
realDonaldTrump,"See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp; Wisconsin! 
3pm- https://t.co/3Hcnzj0Slx
7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo","See you tomorrow w/ Gov. Mike_Pence, Iowa &amp; Wisconsin! 3pm- 7pm-  ",11,Neutral,False,,2016-08-05 02:16:20,2016-08-05,02:16:20,en,4319,14096
HillaryClinton,"None of us can raise a family, build a business, heal a community, or lift a country alone. It takes a village. https://t.co/wOdhhdd0pb","None of us can raise a family, build a business, heal a community, or lift a country alone. It takes a village. ",22,Negative,False,,2016-08-05 00:00:00,2016-08-05,00:00:00,en,4590,16886
realDonaldTrump,"Thank you Portland, Maine! 
#MakeAmericaGreatAgain 
https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw","Thank you Portland, Maine! MakeAmericaGreatAgain  ",5,Positive,False,,2016-08-04 22:42:13,2016-08-04,22:42:13,en,5543,18577
HillaryClinton,"We know a guy with a binder, @realDonaldTrump. (He might not take your calls, though.) https://t.co/dxmFcISmaz","We know a guy with a binder, realDonaldTrump. (He might not take your calls, though.) ",15,Neutral,False,,2016-08-04 22:05:34,2016-08-04,22:05:34,en,6579,16102
HillaryClinton,"Obama on whether Trump could be trusted with US nuclear weapons: ""Make your own judgment"" https://t.co/6OZtrfIwim https://t.co/Nj20PaXF2o","Obama on whether Trump could be trusted with US nuclear weapons: ""Make your own judgment""  ",15,Positive,True,CNNPolitics,2016-08-04 21:55:57,2016-08-04,21:55:57,en,1184,2684
HillaryClinton,"Obama: ""I obviously have very strong opinions about the two candidates running. One is very positive. The other one is not so much.""","Obama: ""I obviously have very strong opinions about the two candidates running. One is very positive. The other one is not so much.""",23,Positive,True,kenvogel,2016-08-04 21:53:10,2016-08-04,21:53:10,en,1345,4695
HillaryClinton,Wish @POTUS a happy birthday. Sign his card: https://t.co/YroKwbRvYX,Wish POTUS a happy birthday. Sign his card: ,8,Positive,False,,2016-08-04 21:38:15,2016-08-04,21:38:15,en,836,3670
HillaryClinton,"You saw the Democratic Convention.

Now, watch the never-before-seen footage from backstage:
https://t.co/mMjJFr02Wk","You saw the Democratic Convention.Now, watch the never-before-seen footage from backstage:",11,Neutral,False,,2016-08-04 21:06:59,2016-08-04,21:06:59,en,4928,12382
HillaryClinton,"""If you're not registered, and you're eligible as an American citizen, please go sign up."" —Hillary in Nevada: https://t.co/tTgeqxNqYm","""If you're not registered, and you're eligible as an American citizen, please go sign up."" —Hillary in Nevada: ",18,Positive,False,,2016-08-04 20:24:24,2016-08-04,20:24:24,en,1927,4789
HillaryClinton,Anyone who you can provoke with a tweet should not be anywhere near nuclear weapons: https://t.co/NLP0SRnuYt,Anyone who you can provoke with a tweet should not be anywhere near nuclear weapons: ,15,Negative,False,,2016-08-04 20:23:17,2016-08-04,20:23:17,en,1709,4688
HillaryClinton,"Donald Trump is not qualified to be president, and he is temperamentally unfit to be Commander-in-Chief.","Donald Trump is not qualified to be president, and he is temperamentally unfit to be Commander-in-Chief.",16,Neutral,False,,2016-08-04 20:22:15,2016-08-04,20:22:15,en,6308,21370
HillaryClinton,"""We're going to work to make the biggest investment in new, good-paying jobs since World War II"" —Hillary https://t.co/6v6XcdsZYa","""We're going to work to make the biggest investment in new, good-paying jobs since World War II"" —Hillary ",18,Negative,True,HillaryforNV,2016-08-04 20:17:18,2016-08-04,20:17:18,en,839,2761
realDonaldTrump,Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R,Happy 226th Birthday to the United States Coast Guard. Thank you USCG! CoastGuardDay ,13,Positive,False,,2016-08-04 19:23:41,2016-08-04,19:23:41,en,10741,35595
realDonaldTrump,"Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca","Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! MaineGOP  ",19,Positive,False,,2016-08-04 19:16:00,2016-08-04,19:16:00,en,5995,19854
HillaryClinton,"Every week, @realDonaldTrump hits a new low. https://t.co/LBrTdE2n7v","Every week, realDonaldTrump hits a new low. ",7,Negative,False,,2016-08-04 18:47:24,2016-08-04,18:47:24,en,1686,4260
HillaryClinton,Most of Trump's merchandise is MADE IN (just about everywhere except) THE USA. https://t.co/A0d7fxyzXx,Most of Trump's merchandise is MADE IN (just about everywhere except) THE USA. ,13,Neutral,True,TheBriefing2016,2016-08-04 18:13:57,2016-08-04,18:13:57,en,1817,2808
HillaryClinton,"""That’s what 21st century feminism is about: The idea that when everybody is equal, we are all more free."" —@POTUS https://t.co/6Ou7XEOE3j","""That’s what 21st century feminism is about: The idea that when everybody is equal, we are all more free."" —POTUS ",20,Neutral,False,,2016-08-04 16:23:18,2016-08-04,16:23:18,en,3188,8195
realDonaldTrump,"Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA
https://t.co/3Hcnzj0Slx
https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB","Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! MAGA ",13,Positive,False,,2016-08-04 15:17:01,2016-08-04,15:17:01,en,5814,18830
HillaryClinton,What our economy needs: The largest investment in creating good-paying jobs since World War II. https://t.co/uDdkrA2myo,What our economy needs: The largest investment in creating good-paying jobs since World War II. ,15,Negative,False,,2016-08-04 15:16:04,2016-08-04,15:16:04,en,2176,5641
HillaryClinton,"Happy birthday, @POTUS. https://t.co/5u1HAPnDI9","Happy birthday, POTUS. ",3,Positive,False,,2016-08-04 13:57:30,2016-08-04,13:57:30,en,7446,27315
HillaryClinton,The @HoustonChron almost always backs the GOP nominee for president. Here’s why they endorsed Hillary in 2016: https://t.co/l2AYf74YS4,The HoustonChron almost always backs the GOP nominee for president. Here’s why they endorsed Hillary in 2016: ,17,Positive,False,,2016-08-04 12:55:51,2016-08-04,12:55:51,en,2765,6977
realDonaldTrump,"Thank you Jacksonville, Florida!
#MakeAmericaGreatAgain 
https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs","Thank you Jacksonville, Florida!MakeAmericaGreatAgain  ",4,Positive,False,,2016-08-04 02:27:52,2016-08-04,02:27:52,en,7526,23956
HillaryClinton,We have the most productive and competitive workers in the world. We just need to give them a chance to succeed. https://t.co/kSFXLOTkMj,We have the most productive and competitive workers in the world. We just need to give them a chance to succeed. ,21,Positive,False,,2016-08-04 00:08:07,2016-08-04,00:08:07,en,2971,11225
realDonaldTrump,"Thank you for your support of my candidacy! #MAGA #ImWithYou 
https://t.co/Al5bZlRFYk",Thank you for your support of my candidacy! MAGA ImWithYou ,10,Positive,False,,2016-08-03 23:10:41,2016-08-03,23:10:41,en,5815,20913
